key,en,zh-Hans,zh-Hant,ar,de,es,fr,id,it,ja,ko,nl,pl,pt,ru,th,tr,vi
msg.time_spent_learning,Spent learning {language} in Language Player,在Language Player中学习{language}的时间,在Language Player學習{language}的時間,الوقت المستغرق في تعلم {language} في Language Player,"Zeit, die mit dem Lernen von {language} in Language Player verbracht wurde",Tiempo dedicado a aprender {language} en Language Player,Temps passé à apprendre {language} dans Language Player,Waktu yang dihabiskan belajar {language} di Language Player,Tempo trascorso a imparare {language} in Language Player,Language Playerで{language}の学習に費やした時間,Language Player에서 {language} 학습에 소요된 시간,Tijd besteed aan het leren van {language} in Language Player,Czas spędzony na nauce {language} w Language Player,Tempo gasto aprendendo {language} no Language Player,"Время, проведенное на изучении {language} в Language Player",เวลาที่ใช้ในการเรียนรู้ {language} ใน Language Player,Language Player'da {language} öğrenmeye harcanan süre,Thời gian dành để học {language} trong Language Player
msg.today,Today,今天,今天,اليوم,Heute,Hoy,Aujourd'hui,Hari ini,Oggi,今日,오늘,Vandaag,Dzisiaj,Hoje,Сегодня,วันนี้,Bugün,Hôm nay
msg.tokenizer_desc,Tokenization + lemmatization for {l2}. See how text breaks down into individual words and their base forms.,{l2}的分词与词形还原。查看文本如何分解为单个单词及其原形。,{l2} 的分詞與詞形還原。查看文字如何分解為個別單字及其基本形式。,تجزئة النص وتصريف الكلمات لـ {l2}. شاهد كيف ينقسم النص إلى كلمات فردية وأشكالها الأساسية.,"Tokenisierung + Lemmatisierung für {l2}. Sehen Sie, wie Text in einzelne Wörter und deren Grundformen zerlegt wird.",Tokenización + lematización para {l2}. Vea cómo el texto se divide en palabras individuales y sus formas base.,Tokenization + lemmatisation pour {l2}. Voyez comment le texte se découpe en mots individuels et leurs formes de base.,Tokenisasi + lematisasi untuk {l2}. Lihat bagaimana teks dipecah menjadi kata-kata individual dan bentuk dasarnya.,Tokenizzazione + lemmatizzazione per {l2}. Scopri come il testo si scompone in singole parole e le loro forme base.,{l2}のトークン化とレンマ化。テキストがどのように個々の単語とその基本形に分解されるかを確認してください。,{l2}에 대한 토큰화 및 표제어 추출. 텍스트가 개별 단어와 기본 형태로 어떻게 분해되는지 확인하세요.,Tokenisatie + lemmatisering voor {l2}. Zie hoe tekst wordt opgesplitst in individuele woorden en hun basisvormen.,"Tokenizacja + lematyzacja dla {l2}. Zobacz, jak tekst dzieli się na poszczególne słowa i ich formy podstawowe.",Tokenização + lematização para {l2}. Veja como o texto se divide em palavras individuais e suas formas básicas.,"Токенизация + лемматизация для {l2}. Посмотрите, как текст разбивается на отдельные слова и их базовые формы.",การแบ่งคำศัพท์ + การวิเคราะห์รากศัพท์สำหรับ {l2} ดูว่าข้อความถูกแยกออกเป็นคำแต่ละคำและรูปฐานของคำเหล่านั้นอย่างไร,{l2} için tokenleştirme + lemmatizasyon. Metnin tek tek sözcüklere ve temel biçimlerine nasıl ayrıldığını görün.,Token hóa + phân tích hình thái cho {l2}. Xem cách văn bản được chia nhỏ thành các từ riêng lẻ và dạng gốc của chúng.
msg.transcript_mode_desc,Show full interactive transcript instead of subtitles synced to video playback.,显示完整的交互式文字记录，而非与视频同步的字幕。,顯示完整的互動式逐字稿，而非與影片同步的字幕。,إظهار النص التفاعلي الكامل بدلاً من الترجمة المتزامنة مع الفيديو.,Vollständiges interaktives Transkript anstelle von mit dem Video synchronisierten Untertiteln anzeigen.,Mostrar la transcripción interactiva completa en lugar de subtítulos sincronizados con el vídeo.,Afficher la transcription interactive complète au lieu des sous-titres synchronisés avec la vidéo.,Tampilkan transkrip interaktif lengkap alih-alih subtitle yang disinkronkan dengan video.,Mostra la trascrizione interattiva completa invece dei sottotitoli sincronizzati con il video.,動画に同期した字幕ではなく、完全なインタラクティブトランスクリプトを表示します。,동영상에 동기화된 자막 대신 전체 대화형 대본을 표시합니다.,Toon volledig interactief transcript in plaats van met video gesynchroniseerde ondertitels.,Wyświetl pełny interaktywny transkrypt zamiast napisów zsynchronizowanych z wideo.,Mostrar a transcrição interativa completa em vez de legendas sincronizadas com o vídeo.,"Показывать полную интерактивную расшифровку вместо субтитров, синхронизированных с видео.",แสดงบทถอดความแบบโต้ตอบเต็มรูปแบบแทนคำบรรยายที่ซิงค์กับวิดีโอ,Videoyla senkronize altyazılar yerine tam etkileşimli transkripti göster.,Hiển thị bảng điểm tương tác đầy đủ thay vì phụ đề đồng bộ với video.
msg.transcript_still_available,The transcript is still available below.,下方仍提供字幕文本。,下方仍提供逐字稿。,لا يزال النص الكامل متاحًا بالأسفل.,Das Transkript ist weiterhin unten verfügbar.,La transcripción sigue disponible abajo.,La transcription est toujours disponible ci-dessous.,Transkrip masih tersedia di bawah.,La trascrizione è ancora disponibile qui sotto.,トランスクリプトは引き続き下にあります。,대본은 아래에서 계속 확인할 수 있습니다.,Het transcript is hieronder nog steeds beschikbaar.,Transkrypcja jest nadal dostępna poniżej.,A transcrição ainda está disponível abaixo.,Транскрипт по-прежнему доступен ниже.,บทถอดความยังคงมีอยู่ด้านล่าง,Transkript aşağıda hâlâ mevcut.,Bản ghi vẫn có sẵn bên dưới.
msg.translated_subtitles,Translated subtitles available,提供翻译字幕,提供翻譯字幕,ترجمات مترجمة متاحة,Übersetzte Untertitel verfügbar,Subtítulos traducidos disponibles,Sous-titres traduits disponibles,Subtitle terjemahan tersedia,Sottotitoli tradotti disponibili,翻訳字幕あり,번역 자막 가능,Vertaalde ondertiteling beschikbaar,Przetłumaczone napisy dostępne,Legendas traduzidas disponíveis,Переведённые субтитры доступны,มีคำบรรยายแปล,Çevrilmiş altyazılar mevcut,Có phụ đề dịch
msg.translating,Translating…,翻译中…,翻譯中…,جار الترجمة…,Übersetzen…,Traduciendo…,Traduction…,Menerjemahkan…,Traduzione…,翻訳中…,번역 중…,Vertalen…,Tłumaczenie…,Traduzindo…,Перевод…,กำลังแปล…,Çevriliyor…,Đang dịch…
msg.translation_failed,Translation failed. Please try again.,翻译失败，请重试。,翻譯失敗，請重試。,فشلت الترجمة. يرجى المحاولة مرة أخرى.,Übersetzung fehlgeschlagen. Bitte versuche es erneut.,Falló la traducción. Inténtalo de nuevo.,La traduction a échoué. Veuillez réessayer.,Terjemahan gagal. Silakan coba lagi.,Traduzione fallita. Per favore riprova.,翻訳に失敗しました。もう一度お試しください。,번역에 실패했습니다. 다시 시도해 주세요.,Vertaling mislukt. Probeer het opnieuw.,Tłumaczenie nie powiodło się. Spróbuj ponownie.,"A tradução falhou. Por favor, tente novamente.","Перевод не удался. Пожалуйста, попробуйте еще раз.",การแปลล้มเหลว กรุณาลองอีกครั้ง,Çeviri başarısız oldu. Lütfen tekrar deneyin.,Dịch thuật thất bại. Vui lòng thử lại.
msg.tried_lemmas,Tried lemmas,已尝试词形,已嘗試以下詞條：,تمت تجربة الأشكال الأساسية التالية:,Ausprobiert: Lemmata,Lemas probados,Lemmes essayés,Lemma yang sudah dicoba,Lemmi provati,試したレンマ,시도한 표제어,Geprobeerde lemma's,Próbowane lematy,Lemas testados,Попробованные леммы,รากศัพท์ที่ทดลองแล้ว,Denenmiş lemma,Đã thử các dạng gốc
msg.try_again_or_contact,"Please try again, or contact us for assistance.",请重试，或联系我们获取帮助。,請再試一次，或聯絡我們尋求協助。,يرجى المحاولة مرة أخرى، أو الاتصال بنا للمساعدة.,Bitte versuchen Sie es erneut oder kontaktieren Sie uns für Hilfe.,Intente de nuevo o contáctenos para recibir ayuda.,Veuillez réessayer ou nous contacter pour obtenir de l'aide.,"Silakan coba lagi, atau hubungi kami untuk bantuan.",Per favore riprova o contattaci per assistenza.,もう一度お試しいただくか、サポートにお問い合わせください。,다시 시도하거나 지원을 위해 문의해 주세요.,"Probeer het opnieuw, of neem contact met ons op voor hulp.",Spróbuj ponownie lub skontaktuj się z nami po pomoc.,Tente novamente ou entre em contato conosco para obter ajuda.,"Пожалуйста, попробуйте снова или свяжитесь с нами для получения помощи.",กรุณาลองอีกครั้ง หรือติดต่อเราเพื่อขอความช่วยเหลือ,Lütfen tekrar deneyin veya yardım için bizimle iletişime geçin.,Vui lòng thử lại hoặc liên hệ với chúng tôi để được hỗ trợ.
msg.tv_shows_desc,Browse TV shows in {l2} with subtitles.,浏览带字幕的{l2}电视剧。,瀏覽 {l2} 的電視節目，附帶字幕。,تصفح البرامج التلفزيونية في {l2} مع ترجمات.,Durchsuchen Sie TV-Sendungen in {l2} mit Untertiteln.,Explore programas de TV en {l2} con subtítulos.,Parcourez les émissions TV en {l2} avec sous-titres.,Jelajahi acara TV di {l2} dengan teks terjemahan.,Sfoglia programmi TV in {l2} con sottotitoli.,{l2}のテレビ番組を字幕付きで閲覧する。,자막과 함께 {l2}의 TV 프로그램을 탐색하세요.,Blader door tv-programma's in {l2} met ondertiteling.,Przeglądaj programy telewizyjne w {l2} z napisami.,Navegue por programas de TV em {l2} com legendas.,Просматривайте телешоу на {l2} с субтитрами.,ดูรายการทีวีใน {l2} พร้อมคำบรรยาย,{l2} dilindeki TV şovlarını altyazılarla keşfedin.,Duyệt các chương trình TV bằng {l2} có phụ đề.
msg.unexpected_error,An unexpected error occurred loading this page.,加载此页面时发生意外错误。,載入此頁面時發生意外錯誤。,حدث خطأ غير متوقع أثناء تحميل هذه الصفحة.,Beim Laden dieser Seite ist ein unerwarteter Fehler aufgetreten.,Se produjo un error inesperado al cargar esta página.,Une erreur inattendue s'est produite lors du chargement de cette page.,Terjadi kesalahan yang tidak terduga saat memuat halaman ini.,Si è verificato un errore imprevisto durante il caricamento di questa pagina.,このページの読み込み中に予期しないエラーが発生しました。,이 페이지를 로드하는 중에 예기치 않은 오류가 발생했습니다.,Er is een onverwachte fout opgetreden bij het laden van deze pagina.,Wystąpił nieoczekiwany błąd podczas ładowania tej strony.,Ocorreu um erro inesperado ao carregar esta página.,При загрузке этой страницы произошла неожиданная ошибка.,เกิดข้อผิดพลาดที่ไม่คาดคิดขณะโหลดหน้านี้,Bu sayfa yüklenirken beklenmeyen bir hata oluştu.,Đã xảy ra lỗi không mong đợi khi tải trang này.
msg.unrecognized_saved_word,Unrecognized saved word,,,كلمة محفوظة غير معروفة,Nicht erkanntes gespeichertes Wort,Palabra guardada no reconocida,Mot enregistré non reconnu,Kata tersimpan yang tidak dikenali,Parola salvata non riconosciuta,未認識の保存単語,인식되지 않은 저장된 단어,Niet-herkend opgeslagen woord,Nierozpoznane zapisane słowo,Palavra salva não reconhecida,Неопознанное сохраненное слово,คำที่บันทึกไว้ไม่เป็นที่รู้จัก,Tanınmayan kaydedilmiş kelime,Từ đã lưu không xác định
msg.unrecognized_saved_word_desc,This word was saved in a previous version of Language Player and its ID (“{id}”) doesn’t match any current dictionary entry. Remove it below and re-save from the correct entry.,,,تم حفظ هذه الكلمة في إصدار سابق من Language Player ومعرفها (“{id}”) لا يتطابق مع أي إدخال حالي في القاموس. قم بإزالتها أدناه وأعد حفظها من الإدخال الصحيح.,"Dieses Wort wurde in einer früheren Version von Language Player gespeichert, und seine ID („{id}“) stimmt mit keinem aktuellen Wörterbucheintrag überein. Entfernen Sie es unten und speichern Sie es erneut über den richtigen Eintrag.",Esta palabra se guardó en una versión anterior de Language Player y su ID (“{id}”) no coincide con ninguna entrada actual del diccionario. Elimínala abajo y vuelve a guardarla desde la entrada correcta.,Ce mot a été enregistré dans une version précédente de Language Player et son identifiant (« {id} ») ne correspond à aucune entrée actuelle du dictionnaire. Supprimez-le ci-dessous et enregistrez-le à nouveau à partir de l’entrée correcte.,Kata ini disimpan dalam versi Language Player sebelumnya dan ID-nya (“{id}”) tidak cocok dengan entri kamus saat ini. Hapus di bawah dan simpan ulang dari entri yang benar.,Questa parola è stata salvata in una versione precedente di Language Player e il suo ID (“{id}”) non corrisponde ad alcuna voce attuale del dizionario. Rimuovila qui sotto e salvala di nuovo dalla voce corretta.,この単語はLanguage Playerの以前のバージョンで保存され、そのID（「{id}」）が現在の辞書エントリのいずれとも一致しません。以下で削除し、正しいエントリから再保存してください。,"이 단어는 Language Player의 이전 버전에서 저장되었으며, 그 ID(“{id}”)가 현재 사전 항목과 일치하지 않습니다. 아래에서 제거한 후 올바른 항목에서 다시 저장하세요.",Dit woord is opgeslagen in een eerdere versie van Language Player en de ID (“{id}”) komt niet overeen met een huidig woordenboekitem. Verwijder het hieronder en sla het opnieuw op vanuit het juiste item.,"To słowo zostało zapisane w poprzedniej wersji Language Playera, a jego identyfikator („{id}”) nie pasuje do żadnego aktualnego wpisu w słowniku. Usuń je poniżej i zapisz ponownie z poprawnego wpisu.",Esta palavra foi salva em uma versão anterior do Language Player e seu ID (“{id}”) não corresponde a nenhuma entrada atual do dicionário. Remova-a abaixo e salve novamente a partir da entrada correta.,"Это слово было сохранено в предыдущей версии Language Player, и его ID («{id}») не соответствует ни одной текущей записи в словаре. Удалите его ниже и сохраните заново из правильной записи.",คำนี้ถูกบันทึกไว้ในเวอร์ชันก่อนหน้าของ Language Player และ ID ของมัน (“{id}”) ไม่ตรงกับรายการในพจนานุกรมปัจจุบันใดๆ กรุณาลบออกด้านล่างและบันทึกใหม่จากรายการที่ถูกต้อง,"Bu kelime, Language Player'ın önceki bir sürümünde kaydedilmişti ve kimliği (“{id}”) mevcut herhangi bir sözlük girişiyle eşleşmiyor. Aşağıdan kaldırın ve doğru girişten yeniden kaydedin.",Từ này đã được lưu trong phiên bản trước của Language Player và ID của nó (“{id}”) không khớp với bất kỳ mục từ điển hiện tại nào. Hãy xóa nó bên dưới và lưu lại từ mục đúng.
msg.unsubscribe_all_success,Unsubscribed from all channels.,已取消订阅所有频道。,已取消訂閱所有頻道。,تم إلغاء الاشتراك في جميع القنوات.,Alle Kanäle wurden abbestellt.,Se canceló la suscripción a todos los canales.,Vous êtes désabonné de toutes les chaînes.,Berhenti berlangganan dari semua saluran.,Iscrizione annullata per tutti i canali.,すべてのチャンネルの登録を解除しました。,모든 채널의 구독을 취소했습니다.,Het abonnement op alle kanalen is opgezegd.,Anulowano subskrypcję wszystkich kanałów.,Inscrição cancelada em todos os canais.,Вы отписались от всех каналов.,ยกเลิกการติดตามทุกช่องแล้ว,Tüm kanalların aboneliğinden çıkıldı.,Đã hủy đăng ký tất cả các kênh.
msg.untitled_note,Untitled,无标题,無標題,بدون عنوان,Ohne Titel,Sin título,Sans titre,Tanpa Judul,Senza titolo,無題,제목 없음,Naamloos,Bez tytułu,Sem título,Без названия,ไม่มีชื่อ,Başlıksız,Không có tiêu đề
msg.upgrade_text,Upgrade to Pro to access more videos!,升级到专业版以访问更多视频！,升級成專業版就可以看更多影片喔！,قم بالترقية إلى النسخة المتقدمة للوصول إلى المزيد من مقاطع الفيديو!,"Upgraden Sie auf Pro, um Zugang zu mehr Videos zu erhalten!",¡Actualiza a Pro para acceder a más videos!,Passer à la version Pro pour accéder à plus de vidéos !,Tingkatkan ke Pro untuk mengakses lebih banyak video!,Passa a Pro per accedere a più video!,より多くのビデオにアクセスするには、Proにアップグレードしてください！,더 많은 동영상에 접근하려면 프로로 업그레이드하세요!,Upgrade naar Pro voor toegang tot meer video's!,"Przejdź na wersję Pro, aby uzyskać dostęp do większej liczby filmów!",Atualize para Pro para acessar mais vídeos!,Обновитесь до Pro для доступа к большему количеству видео!,อัพเกรดเป็น Pro เพื่อเข้าถึงวิดีโอเพิ่มเติม!,Daha fazla videoya erişmek için Pro'ya yükseltin!,Nâng cấp lên Pro để truy cập thêm video!
msg.upgrade_to_pro_banner,"Upgrade to Pro for complete transcripts, unlimited word examples, and more.",升级至 Pro 以获取完整字幕、无限单词示例及更多功能。,升級至專業版以取得完整逐字稿、不限數量的單字範例等更多功能。,قم بالترقية إلى برو للحصول على نصوص كاملة، وأمثلة غير محدودة للكلمات، والمزيد.,"Upgrade auf Pro für vollständige Transkripte, unbegrenzte Wortbeispiele und mehr.","Actualice a Pro para obtener transcripciones completas, ejemplos de palabras ilimitados y más.","Passez à Pro pour obtenir des transcriptions complètes, des exemples de mots illimités et plus encore.","Tingkatkan ke Pro untuk transkrip lengkap, contoh kata tanpa batas, dan lainnya.","Passa a Pro per trascrizioni complete, esempi di parole illimitati e altro.",Proにアップグレードして、完全なトランスクリプト、無制限の単語例などをご利用ください。,"Pro로 업그레이드하여 전체 대본, 무제한 단어 예시 등을 이용하세요.","Upgrade naar Pro voor volledige transcripties, onbeperkte woordvoorbeelden en meer.","Uaktualnij do Pro, aby uzyskać pełne transkrypcje, nieograniczone przykłady słów i więcej.","Atualize para o Pro para obter transcrições completas, exemplos de palavras ilimitados e muito mais.","Перейдите на Pro для полных стенограмм, неограниченного количества примеров слов и многого другого.",อัปเกรดเป็น Pro เพื่อรับบทบรรยายเต็ม ตัวอย่างคำศัพท์ไม่จำกัด และอื่นๆ อีกมากมาย,"Tam transkriptler, sınırsız sözcük örneği ve daha fazlası için Pro'ya yükseltin.","Nâng cấp lên Pro để có bản ghi đầy đủ, ví dụ từ không giới hạn và nhiều hơn nữa."
msg.upgrade_to_pro_desc,"Unlock complete transcripts, unlimited word examples, and more.",解锁完整字幕、无限单词示例及更多功能。,解鎖完整逐字稿、不限數量的單字範例等更多功能。,افتح النصوص الكاملة، وأمثلة غير محدودة للكلمات، والمزيد.,"Schalten Sie vollständige Transkripte, unbegrenzte Wortbeispiele und mehr frei.","Desbloquee transcripciones completas, ejemplos de palabras ilimitados y más.","Débloquez des transcriptions complètes, des exemples de mots illimités et plus encore.","Buka kunci transkrip lengkap, contoh kata tanpa batas, dan lainnya.","Sblocca trascrizioni complete, esempi di parole illimitati e altro.",完全なトランスクリプト、無制限の単語例などをアンロックする。,"전체 대본, 무제한 단어 예시 등을 잠금 해제하세요.","Ontgrendel volledige transcripties, onbeperkte woordvoorbeelden en meer.","Odblokuj pełne transkrypcje, nieograniczone przykłady słów i więcej.","Desbloqueie transcrições completas, exemplos de palavras ilimitados e muito mais.","Разблокируйте полные стенограммы, неограниченное количество примеров слов и многое другое.",ปลดล็อกบทบรรยายเต็ม ตัวอย่างคำศัพท์ไม่จำกัด และอื่นๆ อีกมากมาย,"Tam transkriptlerin, sınırsız sözcük örneğinin ve daha fazlasının kilidini açın.","Mở khóa bản ghi đầy đủ, ví dụ từ không giới hạn và nhiều hơn nữa."
msg.use_paypal_classic,Use PayPal on our classic site,通过我们的经典网站使用 PayPal,在我們的經典版網站使用 PayPal,استخدم باي بال على موقعنا الكلاسيكي,Nutzen Sie PayPal auf unserer klassischen Website,Use PayPal en nuestro sitio clásico,Utilisez PayPal sur notre site classique,Gunakan PayPal di situs klasik kami,Usa PayPal sul nostro sito classico,クラシックサイトでPayPalをご利用ください,클래식 사이트에서 PayPal 사용,Gebruik PayPal op onze klassieke site.,Użyj PayPal na naszej klasycznej stronie,Use o PayPal em nosso site clássico,Используйте PayPal на нашем классическом сайте,ใช้ PayPal บนเว็บไซต์คลาสสิกของเรา,Klasik sitemizde PayPal kullanın,Sử dụng PayPal trên trang web cổ điển của chúng tôi
msg.verification_code_sent,We sent a verification code to {email}. Enter it below.,我们已发送验证码到 {email}。请在下方输入。,我們已傳送驗證碼到 {email}。請在下方輸入。,أرسلنا رمز التحقق إلى {email}. أدخله أدناه.,Wir haben einen Bestätigungscode an {email} gesendet. Geben Sie ihn unten ein.,Enviamos un código de verificación a {email}. Introdúcelo a continuación.,Nous avons envoyé un code de vérification à {email}. Saisissez-le ci-dessous.,Kami telah mengirim kode verifikasi ke {email}. Masukkan di bawah ini.,Abbiamo inviato un codice di verifica a {email}. Inseriscilo qui sotto.,{email} に確認コードを送信しました。以下に入力してください。,{email}로 인증 코드를 보냈습니다. 아래에 입력하세요.,We hebben een verificatiecode gestuurd naar {email}. Voer deze hieronder in.,Wysłaliśmy kod weryfikacyjny na {email}. Wprowadź go poniżej.,Enviamos um código de verificação para {email}. Insira-o abaixo.,Мы отправили код подтверждения на {email}. Введите его ниже.,เราได้ส่งรหัสยืนยันไปยัง {email} กรุณากรอกด้านล่าง,{email} adresine bir doğrulama kodu gönderdik. Aşağıya girin.,Chúng tôi đã gửi mã xác minh đến {email}. Nhập mã bên dưới.
msg.verifying,Verifying...,验证中...,驗證中...,جارٍ التحقق...,Wird überprüft...,Verificando...,Vérification...,Memverifikasi...,Verifica in corso...,確認中...,확인 중...,Verifiëren...,Weryfikacja...,Verificando...,Проверка...,กำลังตรวจสอบ...,Doğrulanıyor...,Đang xác minh...
msg.verifying_pro_subscription,Verifying your Pro subscription...,正在验证您的 Pro 订阅...,正在驗證您的專業版訂閱…,جار التحقق من اشتراك برو...,Überprüfung Ihres Pro-Abonnements...,Verificando su suscripción Pro...,Vérification de votre abonnement Pro...,Memverifikasi langganan Pro Anda...,Verifica del tuo abbonamento Pro in corso...,Proサブスクリプションを確認中...,Pro 구독 확인 중...,Uw Pro-abonnement wordt geverifieerd...,Weryfikacja Twojej subskrypcji Pro...,Verificando sua assinatura Pro...,Проверка вашей подписки Pro...,กำลังยืนยันการสมัครสมาชิก Pro ของคุณ...,Pro aboneliğiniz doğrulanıyor...,Đang xác minh gói đăng ký Pro của bạn...
msg.video_n_of_total,Video {n} of {total},第 {n} 个视频（共 {total} 个）,第 {n} 部影片，共 {total} 部,فيديو {n} من {total},Video {n} von {total},Video {n} de {total},Vidéo {n} sur {total},Video {n} dari {total},Video {n} di {total},動画 {n} / {total},동영상 {n} / {total},Video {n} van {total},Film {n} z {total},Vídeo {n} de {total},Видео {n} из {total},วิดีโอ {n} ของ {total},Video {n} / {total},Video {n} của {total}
msg.video_unavailable,This video could not be loaded. It may have been removed or made private.,无法加载此视频。可能已被删除或设为私密。,無法載入此影片。可能已被刪除或設為私密。,تعذر تحميل هذا الفيديو. ربما تم حذفه أو جعله خاصًا.,Dieses Video konnte nicht geladen werden. Es wurde möglicherweise entfernt oder auf privat gesetzt.,Este video no se pudo cargar. Puede haber sido eliminado o hecho privado.,Cette vidéo n'a pas pu être chargée. Elle a peut-être été supprimée ou rendue privée.,Video ini tidak dapat dimuat. Mungkin telah dihapus atau dibuat pribadi.,Questo video non può essere caricato. Potrebbe essere stato rimosso o reso privato.,この動画を読み込めませんでした。削除されたか非公開になった可能性があります。,이 비디오를 로드할 수 없습니다. 삭제되었거나 비공개로 설정되었을 수 있습니다.,Deze video kon niet worden geladen. Mogelijk is deze verwijderd of privé gemaakt.,Ten film nie mógł zostać załadowany. Mógł zostać usunięty lub ustawiony jako prywatny.,Este vídeo não pôde ser carregado. Pode ter sido removido ou tornado privado.,"Это видео не может быть загружено. Возможно, оно было удалено или сделано приватным.",ไม่สามารถโหลดวิดีโอนี้ อาจถูกลบหรือตั้งเป็นส่วนตัว,Bu video yüklenemedi. Kaldırılmış veya gizli yapılmış olabilir.,Không thể tải video này. Có thể video đã bị xóa hoặc đặt ở chế độ riêng tư.
msg.videos_matching,Videos matching {searchTerm},匹配{searchTerm}的视频,匹配{searchTerm}的視頻,مقاطع الفيديو المطابقة لـ {searchTerm},Videos passend zu {searchTerm},Videos que coinciden con {searchTerm},Vidéos correspondant à {searchTerm},Video yang cocok dengan {searchTerm},Video corrispondenti a {searchTerm},{searchTerm}に一致する動画,{searchTerm}와(과) 일치하는 동영상,Video's die overeenkomen met {searchTerm},Filmy pasujące do {searchTerm},Vídeos correspondentes a {searchTerm},"Видео, соответствующие {searchTerm}",วิดีโอที่ตรงกับ {searchTerm},{searchTerm} ile eşleşen videolar,Video phù hợp với {searchTerm}
msg.want_lifetime_access,Want lifetime access?,想要终身访问？,想要終身使用嗎？,هل تريد وصولاً مدى الحياة؟,Lebenslangen Zugang wünschen?,¿Quieres acceso de por vida?,Vous voulez un accès à vie ?,Ingin akses seumur hidup?,Vuoi accesso a vita?,生涯アクセスをご希望ですか？,평생 이용권을 원하시나요?,Levenslange toegang gewenst?,Chcesz dożywotni dostęp?,Quer acesso vitalício?,Хотите пожизненный доступ?,ต้องการเข้าถึงตลอดชีพหรือไม่?,Ömür boyu erişim ister misiniz?,Muốn truy cập trọn đời?
msg.watched_progress,{pct} watched,已观看 {pct},已觀看 {pct},تمت مشاهدة {pct},{pct} angesehen,{pct} visto,{pct} regardé,{pct} ditonton,{pct} visualizzato,{pct} が視聴しました,{pct} 시청함,{pct} bekeken,{pct} obejrzane,{pct} assistiu,{pct} просмотрено,{pct} ครั้งที่รับชม,{pct} izlendi,{pct} lượt xem
msg.web_reader_empty_state,"Paste a URL above to read a {l2} webpage, article, or story.",在上方粘贴 URL 以阅读{l2}网页、文章或故事。,在上方貼上 URL 以閱讀{l2}網頁、文章或故事。,الصق رابطًا أعلاه لقراءة صفحة ويب أو مقالة أو قصة {l2}.,"Fügen Sie oben eine URL ein, um eine {l2}-Webseite, einen Artikel oder eine Geschichte zu lesen.","Pega una URL arriba para leer una página web, artículo o historia en {l2}.","Collez une URL ci-dessus pour lire une page Web, un article ou une histoire en {l2}.","Tempelkan URL di atas untuk membaca halaman web, artikel, atau cerita {l2}.","Incolla un URL sopra per leggere una pagina web, un articolo o una storia in {l2}.",上記のURLを貼り付けて、{l2}のウェブページ、記事、またはストーリーを読んでください。,"위에 URL을 붙여넣어 {l2} 웹페이지, 기사 또는 이야기를 읽으세요.","Plak een URL hierboven om een {l2} webpagina, artikel of verhaal te lezen.","Wklej URL powyżej, aby przeczytać stronę internetową, artykuł lub opowiadanie w języku {l2}.","Cole um URL acima para ler uma página web, artigo ou história em {l2}.","Вставьте URL выше, чтобы прочитать веб-страницу, статью или рассказ на {l2}.",วาง URL ด้านบนเพื่ออ่านหน้าเว็บ บทความ หรือเรื่องราว {l2},"Bir {l2} web sayfası, makale veya hikaye okumak için yukarıya bir URL yapıştırın.","Dán URL ở trên để đọc trang web, bài viết hoặc câu chuyện {l2}."
msg.what_your_first_language,What's your first language?,,,ما هي لغتك الأم؟,Was ist Ihre Muttersprache?,¿Cuál es tu lengua materna?,Quelle est votre langue maternelle ?,Apa bahasa pertama Anda?,Qual è la tua prima lingua?,あなたの母語は何ですか？,모국어가 무엇인가요?,Wat is je moedertaal?,Jaki jest Twój pierwszy język?,Qual é o seu idioma nativo?,Какой ваш родной язык?,ภาษาแรกของคุณคืออะไร?,Ana diliniz nedir?,Ngôn ngữ mẹ đẻ của bạn là gì?
msg.will_auto_renew,will auto-renew,将自动续费,將自動續訂,سيتم التجديد تلقائيًا,verlängert sich automatisch,se renovará automáticamente,se renouvellera automatiquement,akan diperpanjang otomatis,si rinnoverà automaticamente,自動更新されます,자동 갱신됩니다,wordt automatisch verlengd,będzie odnawiane automatycznie,será renovado automaticamente,будет продлеваться автоматически,จะต่ออายุอัตโนมัติ,otomatik olarak yenilenecek,sẽ tự động gia hạn
msg.with_pro_you_can,"With Pro, you can:",使用专业版，您可以：,用專業版，你就可以：,مع النسخة المتقدمة، يمكنك:,Mit Pro können Sie:,"Con Pro, puedes:","Avec Pro, vous pouvez :","Dengan Pro, Anda dapat:",Con Pro puoi:,Proでは、次のことができます:,프로 버전으로 다음을 할 수 있습니다:,Met Pro kun je:,Z wersją Pro możesz:,"Com o Pro, você pode:",С Pro вы можете:,ด้วย Pro คุณสามารถ:,Pro ile şunları yapabilirsiniz:,"Với Pro, bạn có thể:"
msg.you_are_pro,You're now Pro!,您已是 Pro 用户！,您已是專業版會員！,أنت الآن برو!,Du bist jetzt Pro!,¡Ahora eres Pro!,Vous êtes désormais Pro !,Kamu sekarang Pro!,Ora sei Pro!,あなたはプロになりました！,이제 프로 회원입니다!,Je bent nu Pro!,Jesteś teraz Pro!,Você agora é Pro!,Теперь вы Pro!,ตอนนี้คุณเป็น Pro แล้ว!,Artık Pro'sunuz!,Bạn đã là Pro!
