title.go_pro,Go Pro,升级到专业版,升級專業版,Gaan Pro,الترقية إلى النسخة المتقدمة,Passa a Pro,Auf Pro upgraden,Μεταβείτε σε επαγγελματική έκδοση,Actualizar a Pro,Siirry Pro-versioon,Passer à la version Pro,Téigh Pro,प्रो पर जाएं,Prijeđi na Pro,Pro-ra frissítés,Tingkatkan ke Pro,Passa a Pro,Proにアップグレード,프로로 전환,Ga Pro,Oppgrader til Pro,Przejdź na Pro,Atualizar para Pro,Treci la Pro,Обновить до Pro,Pređi na Pro,Uppgradera till Pro,Boresha hadi Pro,เปลี่ยนเป็น Pro,Pro'ya Yükselt,Chuyển sang Pro
title.how_did_you_hear,How did you hear about us?,您是如何了解到我们的？,你是怎麼認識我們的？,Hoe het jy van ons gehoor?,كيف سمعت عنا؟,Com vas conèixer-nos?,Wie haben Sie von uns erfahren?,Πώς μάθατε για εμάς;,¿Cómo nos conociste?,Miten kuulit meistä?,Comment avez-vous entendu parler de nous ?,Conas a chuala tú fúinn?,आपने हमारे बारे में कैसे सुना?,Kako si čuo/la za nas?,Hogyan hallott rólunk?,Bagaimana Anda mendengar tentang kami?,Come hai sentito parlare di noi?,私たちについてどこで知りましたか？,어떻게 저희를 알게 되셨나요?,Hoe heb je over ons gehoord?,Hvordan hørte du om oss?,Jak się o nas dowiedziałeś?,Como você soube sobre nós?,Cum ai auzit despre noi?,Как вы узнали о нас?,Kako si čuo/la za nas?,Hur fick du höra om oss?,Ulijuaje kuhusu sisi?,คุณรู้จักเราได้อย่างไร?,Bizi nereden duydunuz?,Bạn biết đến chúng tôi như thế nào?
title.language_settings,Language Settings,语言设置,語言設定,Taalinstellings,إعدادات اللغة,Configuració d'idioma,Spracheinstellungen,Ρυθμίσεις γλώσσας,Configuración de idioma,Kieliasetukset,Paramètres de langue,Socruithe teanga,भाषा सेटिंग्स,Postavke jezika,Nyelv beállításai,Pengaturan Bahasa,Impostazioni lingua,言語設定,언어 설정,Taalinstellingen,Språkinnstillinger,Ustawienia języka,Configurações de Idioma,Setări de limbă,Настройки языка,Podešavanja jezika,Språkinställningar,Mipangilio ya Lugha,การตั้งค่าภาษา,Dil Ayarları,Cài đặt ngôn ngữ
title.leftContext,Left Context,左侧上下文,左邊的內容,Linkerkonteks,السياق الأيسر,Context esquerre,Linker Kontext,Αριστερά συμφραζόμενα,Contexto izquierdo,Vasen konteksti,Contexte gauche,Comhthéacs ar chlé,बाएँ संदर्भ,Lijevi kontekst,Bal kontektus,Konteks Kiri,Contesto sinistro,左文脈,왼쪽 문맥,Linker context,Venstre kontekst,Kontekst lewy,Contexto à Esquerda,Context stânga,Левый контекст,Levi kontekst,Vänster kontext,Muktadha wa Kushoto,บริบทซ้าย,Sol Bağlam,Ngữ cảnh trái
title.length,Length,长度,長度,Lengte,المدة,Durada,Länge,Μήκος,Duración,Pituus,Longueur,Fad,लंबाई,Duljina,Hossz,Panjang,Durata,長さ,길이,Lengte,Lengde,Długość,Comprimento,Lungime,Длина,Dužina,Längd,Urefu,ความยาว,Uzunluk,Độ dài
title.lifetime,Lifetime,终身,終身,Leeftyd,مدى الحياة,Per sempre,Lebenslang,Εφ' όρου ζωής,De por vida,Elinikäinen,À vie,Ar feadh an tsaoil,जीवन भर,Doživotno,Élettartam,Seumur Hidup,A vita,生涯,평생,Levenslang,Livstid,Dożywotnio,Vitalício,Pe viață,Пожизненно,Doživotno,Livstid,Maishani,ตลอดชีพ,Ömür Boyu,Trọn đời
title.likes,Likes,点赞数,讚數,Hou van,الإعجابات,M'agrada,Likes,Μου αρέσει,Me gusta,Tykkäykset,J'aime,Is maith liom,लाइक्स,Sviđanja,Kedvelések,Suka,Mi piace,いいね,좋아요,Likes,Liker,Polubienia,Curtidas,Aprecieri,Лайки,Sviđanja,Gillar,Anapenda,ถูกใจ,Beğeniler,Lượt thích
title.loading_dictionary,Loading {{language}} Dictionary,正在加载{{language}}字典,正在載入{{language}}字典,Besig om {{language}}-woordeboek te laai,جاري تحميل قاموس {{language}},Carregant diccionari de {{language}},{{language}}-Wörterbuch wird geladen,Φόρτωση λεξικού {{language}},Cargando diccionario de {{language}},Ladataan {{language}}-sanakirjaa,Chargement du dictionnaire {{language}},Ag luchtú foclóir {{language}},{{language}} शब्दकोश लोड हो रहा है,Učitavanje {{language}} rječnika,{{language}} szótár betöltése,Memuat Kamus {{language}},Caricamento dizionario {{language}},{{language}}辞書を読み込み中,{{language}} 사전 로딩 중,{{language}} woordenboek laden,Laster {{language}} ordbok,Ładowanie słownika {{language}},Carregando dicionário de {{language}},Se încarcă dicționarul {{language}},Загрузка словаря {{language}},Učitavanje {{language}} rečnika,Laddar {{language}} ordbok,Inapakia kamusi ya {{language}},กำลังโหลดพจนานุกรม {{language}},{{language}} sözlüğü yükleniyor,Đang tải từ điển {{language}}
title.login,Login,登录,登入,Teken in,تسجيل الدخول,Iniciar sessió,Anmelden,Σύνδεση,Iniciar sesión,Kirjaudu sisään,Connexion,Logáil isteach,लॉग इन करें,Prijava,Bejelentkezés,Masuk,Accedi,ログイン,로그인,Inloggen,Logg inn,Zaloguj się,Entrar,Conectare,Войти,Prijavi se,Logga in,Ingia,เข้าสู่ระบบ,Giriş Yap,Đăng nhập
title.logout,Logout,退出登录,登出,Teken uit,تسجيل الخروج,Tancar sessió,Abmelden,Αποσύνδεση,Cerrar sesión,Kirjaudu ulos,Déconnexion,Logáil amach,लॉग आउट करें,Odjava,Kijelentkezés,Keluar,Esci,ログアウト,로그아웃,Uitloggen,Logg ut,Wyloguj się,Sair,Deconectare,Выйти,Odjavi se,Logga ut,Toka,ออกจากระบบ,Çıkış Yap,Đăng xuất
title.monthly,Monthly,月度,月繳,Maandeliks,شهري,Mensual,Monatlich,Μηνιαίο,Mensual,Kuukausittain,Mensuel,Míosúil,मासिक,Mjesečno,Havi,Bulanan,Mensile,月次,월간,Maandelijks,Månedlig,Miesięcznie,Mensal,Lunar,Ежемесячно,Mesečno,Månatlig,Kila mwezi,รายเดือน,Aylık,Hàng tháng
title.my_progress,My Progress,我的进度,我的進度,My vordering,تقدمي,El meu progrés,Mein Fortschritt,Η πρόοδός μου,Mi progreso,Edistymiseni,Ma progression,Mo dhul chun cinn,मेरी प्रगति,Moj napredak,Haladásom,Kemajuan Saya,I miei progressi,私の進捗,내 진행 상황,Mijn voortgang,Min fremgang,Mój postęp,Meu Progresso,Progresul meu,Мой прогресс,Moj napredak,Min framgång,Maendeleo Yangu,ความคืบหน้าของฉัน,İlerlemen,Tiến trình của tôi
title.next,Next,下一步,下一步,Volgende,التالي,Següent,Weiter,Επόμενο,Siguiente,Seuraava,Suivant,Ar aghaidh,अगला,Sljedeće,Következő,Berikutnya,Avanti,次へ,다음,Volgende,Neste,Dalej,Próximo,Următorul,Далее,Sledeće,Nästa,Ifuatayo,ถัดไป,Sonraki,Tiếp theo
title.only_lifetime_available,Only the Lifetime Plan is available in the App Store,App Store中只提供终身计划,App Store裡只有終身方案喔,Slegs die Lewenslange Plan is beskikbaar in die App Store,,,,,,,,,,,,,,,,,,,,,,,,,,,
title.password,Password,密码,密碼,Wagwoord,كلمة المرور,Contrasenya,Passwort,Κωδικός πρόσβασης,Contraseña,Salasana,Mot de passe,Pasfhocal,पासवर्ड,Lozinka,Jelszó,Kata Sandi,Password,パスワード,비밀번호,Wachtwoord,Passord,Hasło,Senha,Parolă,Пароль,Lozinka,Lösenord,Nenosiri,รหัสผ่าน,Şifre,Mật khẩu
title.popularity,Popularity,热门程度,熱門程度,Gewildheid,الشعبية,Popularitat,Beliebtheit,Δημοτικότητα,Popularidad,Suosio,Popularité,Coitianta,लोकप्रियता,Popularnost,Népszerűség,Popularitas,Popolarità,人気,인기도,Populariteit,Popularitet,Popularność,Popularidade,Popularitate,Популярность,Popularnost,Popularitet,Umaarufu,ความนิยม,Popülerlik,Độ phổ biến
title.privacy_policy,Privacy Policy,隐私政策,隱私權政策,Privaatheidsbeleid,سياسة الخصوصية,Política de privadesa,Datenschutzrichtlinie,Πολιτική απορρήτου,Política de privacidad,Tietosuojakäytäntö,Politique de confidentialité,Polasaí príobháideachta,गोपनीयता नीति,Pravila privatnosti,Adatvédelmi irányelvek,Kebijakan Privasi,Informativa sulla privacy,プライバシーポリシー,개인정보 보호정책,Privacybeleid,Personvernregler,Polityka prywatności,Política de Privacidade,Politica de confidențialitate,Политика конфиденциальности,Politika privatnosti,Integritetspolicy,Sera ya Faragha,นโยบายความเป็นส่วนตัว,Gizlilik Politikası,Chính sách bảo mật
title.pro_feature,Pro Feature,专业版功能,專業版功能,Pro-funksie,ميزة النسخة المتقدمة,Funció Pro,Pro-Funktion,Λειτουργία επαγγελματική έκδοση,Función Pro,Pro-ominaisuus,Fonctionnalité Pro,Gné Pro,प्रो सुविधा,Pro značajka,Pro funkció,Fitur Pro,Funzione Pro,Pro機能,프로 기능,Pro-functie,Pro-funksjon,Funkcja Pro,Recurso Pro,Funcție Pro,Функция Pro,Pro funkcija,Pro-funktion,Kipengele cha Pro,ฟีเจอร์ Pro,Pro Özelliği,Tính năng Pro
title.register,Register,注册,註冊,Registreer,التسجيل,Registrar-se,Registrieren,Εγγραφή,Registrarse,Rekisteröidy,S'inscrire,Cláraigh,रजिस्टर करें,Registracija,Regisztráció,Daftar,Registrati,登録,회원가입,Registreren,Registrer,Zarejestruj się,Registrar,Înregistrare,Регистрация,Registruj se,Registrera,Jisajili,ลงทะเบียน,Kayıt Ol,Đăng ký
title.rightContext,Right Context,右侧上下文,右邊的內容,Regterkonteks,السياق الأيمن,Context dret,Rechter Kontext,Δεξιά συμφραζόμενα,Contexto derecho,Oikea konteksti,Contexte droit,Comhthéacs ar dheis,दाएँ संदर्भ,Desni kontekst,Jobb kontextus,Konteks Kanan,Contesto destro,右文脈,오른쪽 문맥,Rechter context,Høyre kontekst,Kontekst prawy,Contexto à Direita,Context dreapta,Правый контекст,Desni kontekst,Höger kontext,Muktadha wa Kulia,บริบทขวา,Sağ Bağlam,Ngữ cảnh phải
title.saved_words,Saved Words,已保存的单词,已儲存的單字,Gestoorde woorde,الكلمات المحفوظة,Paraules guardades,Gespeicherte Wörter,Αποθηκευμένες λέξεις,Palabras guardadas,Tallennetut sanat,Mots enregistrés,Focail shábháilte,सहेजे गए शब्द,Spremljene riječi,Mentett szavak,Kata yang Disimpan,Parole salvate,保存された単語,저장된 단어,Opgeslagen woorden,Lagrede ord,Zapisane słowa,Palavras Salvas,Cuvinte salvate,Сохраненные слова,Sačuvane reči,Sparade ord,Maneno Yaliyohifadhiwa,คำที่บันทึก,Kaydedilen Kelimeler,Từ đã lưu
title.select_language,What language would you like to learn?,您想学习哪种语言？,你想學哪種語言呢？,Watter taal wil jy leer?,ما هي اللغة التي ترغب في تعلمها؟,Quin idioma t'agradaria aprendre?,Welche Sprache möchten Sie lernen?,Επιλέξτε γλώσσα,¿Qué idioma te gustaría aprender?,Mitä kieltä haluaisit oppia?,Sélectionnez une langue,Cén teanga ar mhaith leat a fhoghlaim?,भाषा का चयन करें,Koji jezik želiš učiti?,Nyelv választása,Pilih Bahasa,Quale lingua vorresti imparare?,言語を選択してください,어떤 언어를 배우고 싶으신가요?,Welke taal wil je leren?,Velg språk,Jakiego języka chcesz się nauczyć?,Escolha um Idioma,Ce limbă ai vrea să înveți?,Выберите язык,Koji jezik želiš da naučiš?,Välj språk,Chagua Lugha,คุณอยากเรียนภาษาอะไร?,Dil Seçin,Bạn muốn học ngôn ngữ nào?
title.settings,Settings,设置,設定,Instellings,الإعدادات,Configuració,Einstellungen,Ρυθμίσεις,Configuración,Asetukset,Paramètres,Socruithe,सेटिंग्स,Postavke,Beállítások,Pengaturan,Impostazioni,設定,설정,Instellingen,Innstillinger,Ustawienia,Configurações,Setări,Настройки,Podešavanja,Inställningar,Mipangilio,การตั้งค่า,Ayarlar,Cài đặt
title.start_learning,Start Learning,开始学习,開始學習囉,Begin leer,ابدأ التعلم,Començar a aprendre,Lernen beginnen,Ξεκινήστε την εκμάθηση,Comenzar a aprender,Aloita oppiminen,Commencer à apprendre,Tosaigh ag foghlaim,सीखना प्रारंभ करें,Započni učenje,Tanulás megkezdése,Mulai Belajar,Inizia a imparare,学習を開始する,학습 시작,Begin met leren,Start læring,Rozpocznij naukę,Começar a Aprender,Începe să înveți,Начать обучение,Počni da učiš,Börja lära dig,Anza Kujifunza,เริ่มเรียนรู้,Öğrenmeye Başla,Bắt đầu học
title.trial,Trial,试用,試用,Proeftydperk,تجريبي,Prova,Testversion,Δοκιμή,Prueba,Kokeilu,Essai,Triail,परीक्षण,Probno razdoblje,Próba,Percobaan,Prova,試用,체험판,Proefversie,Prøve,Wersja próbna,Teste,Probă,Пробный,Proba,Testa,Jaribio,ทดลองใช้,Deneme,Dùng thử
title.verify_your_email,Verify Your Email,验证您的邮箱,驗證你的信箱,Verifieer jou e-pos,تحقق من بريدك الإلكتروني,Verifica el teu correu electrònic,Verifizieren Sie Ihre E-Mail,Επαλήθευση του email σας,Verifica tu correo electrónico,Vahvista sähköpostisi,Vérifiez votre email,Deimhnigh do ríomhphost,अपना ईमेल सत्यापित करें,Potvrdi svoj e-mail,E-mail ellenőrzése,Verifikasi Email Anda,Verifica la tua email,メールを確認,이메일 인증,Verifieer je e-mail,Verifiser e-posten din,Zweryfikuj swój e-mail,Verifique seu e-mail,Verifică-ți emailul,Подтвердите свою электронную почту,Potvrdi svoju e-poštu,Verifiera din e-post,Thibitisha barua pepe yako,ยืนยันอีเมลของคุณ,E-postanızı doğrulayın,Xác minh email của bạn
title.views,{{numViews}} Views,{{numViews}}次观看,{{numViews}}次觀看,{{numViews}} keer gekyk,{{numViews}} مشاهدة,{{numViews}} visualitzacions,{{numViews}} Aufrufe,{{numViews}} Προβολές,{{numViews}} visualizaciones,{{numViews}} näyttökertaa,{{numViews}} Vues,{{numViews}} amharc,{{numViews}} दृश्य,{{numViews}} pregleda,{{numViews}} megtekintés,{{numViews}} Penayangan,{{numViews}} visualizzazioni,{{numViews}}ビュー,조회수 {{numViews}}회,{{numViews}} weergaven,{{numViews}} visninger,{{numViews}} wyświetleń,{{numViews}} Visualizações,{{numViews}} vizualizări,{{numViews}} просмотров,{{numViews}} pregleda,{{numViews}} visningar,{{numViews}} Maoni,{{numViews}} การรับชม,{{numViews}} Görüntüleme,{{numViews}} lượt xem
title.watch_history,Watch History,观看历史,觀看紀錄,Kykgeskiedenis,سجل المشاهدة,Historial de visualització,Verlauf ansehen,Ιστορικό προβολών,Historial de visualización,Katseluhistoria,Historique des visionnages,Stair féachana,देखने का इतिहास,Povijest gledanja,Nézési előzmények,Riwayat Tontonan,Cronologia visualizzazioni,閲覧履歴,시청 기록,Kijkgeschiedenis,Seerhistorikk,Historia oglądania,Histórico de Visualizações,Istoric vizionări,История просмотров,Istorija gledanja,Tittarhistorik,Historia ya Kutazama,ประวัติการรับชม,İzleme Geçmişi,Lịch sử xem
title.your_current_plan,Your Current Plan,您当前的计划,你目前的方案,Jou huidige plan,خطتك الحالية,El teu pla actual,Ihr aktueller Plan,Το τρέχον πλάνο σας,Tu plan actual,Nykyinen suunnitelmasi,Votre plan actuel,Do phlean reatha,आपकी वर्तमान योजना,Tvoj trenutni plan,Jelenlegi terv,Rencana Anda Saat Ini,Il tuo piano attuale,現在のプラン,현재 플랜,Je huidige abonnement,Din nåværende plan,Twój aktualny plan,Seu Plano Atual,Planul tău curent,Ваш текущий план,Tvoj trenutni plan,Din nuvarande plan,Mpango wako wa sasa,แผนปัจจุบันของคุณ,Mevcut Planınız,Gói hiện tại của bạn
video.comments,Comments,评论,留言,Kommentaar,التعليقات,Comentaris,Kommentare,Σχόλια,Comentarios,Kommentit,Commentaires,Tráchtanna,टिप्पणियाँ,Komentari,Hozzászólások,Komentar,Commenti,コメント,댓글,Reacties,Kommentarer,Komentarze,Comentários,Comentarii,Комментарии,Komentari,Kommentarer,Maoni,ความคิดเห็น,Yorumlar,Bình luận
video.likes,Likes,点赞,讚,Hou van,الإعجابات,M'agrada,Likes,Μου αρέσει,Me gusta,Tykkäykset,J'aime,Is maith liom,लाइक्स,Sviđanja,Kedvelések,Suka,Mi piace,いいね,좋아요,Likes,Liker,Polubienia,Curtidas,Aprecieri,Лайки,Sviđanja,Gillar,Anapenda,ถูกใจ,Beğeniler,Lượt thích
video.views,Views,观看次数,觀看次數,Kere gekyk,المشاهدات,Visualitzacions,Aufrufe,Προβολές,Visualizaciones,Näyttökerrat,Vues,Amhairc,दृश्य,Pregledi,Megtekintések,Penayangan,Visualizzazioni,ビュー,조회수,Weergaven,Visninger,Wyświetlenia,Visualizações,Vizualizări,Просмотры,Pregledi,Visningar,Maoni,การรับชม,Görüntüleme,Lượt xem
word.hanja,Hanja,汉字,漢字,Hanja,هانجا,Hanja,Hanja,Hanja,Hanja,Hanja,Hanja,Hanja,हंजा,Hanja,Hanja,Hanja,Hanja,漢字,한자,Hanja,Hanja,Hanja,Hanja,Hanja,Ханджа,Hanja,Hanja,Hanja,ฮันจา,Hanja,Hanja
word.kana,Kana,假名,假名,Kana,كانا,Kana,Kana,Kana,Kana,Kana,Kana,Kana,काना,Kana,Kana,Kana,Kana,仮名,가나,Kana,Kana,Kana,Kana,Kana,Кана,Kana,Kana,Kana,คานะ,Kana,Kana
word.pinyin,Pinyin,拼音,拼音,Pinyin,بينيين,Pinyin,Pinyin,Pinyin,Pinyin,Pinyin,Pinyin,Pinyin,पिनयिन,Pinyin,Pinyin,Pinyin,Pinyin,ピンイン,병음,Pinyin,Pinyin,Pinyin,Pinyin,Pinyin,Пиньинь,Pinyin,Pinyin,Pinyin,พินอิน,Pinyin,Pinyin
key,en,zh-Hans,zh-Hant,af,ar,ca,de,el,es,fi,fr,ga,hi,hr,hu,id,it,ja,ko,nl,no,pl,pt,ro,ru,sr,sv,sw,th,tr,vi
tab.media,Media,媒体,媒體,Media,وسائط,Mitjans,Medien,Μέσα,Medios,Media,Médias,Meáin,मीडिया,Mediji,Média,Media,Media,メディア,미디어,Media,Media,Media,Mídia,Media,Медиа,Медији,Media,Vyombo vya habari,สื่อ,Medya,Phương tiện truyền thông
tab.dictionary,Dictionary,词典,詞典,Woordeboek,قاموس,Diccionari,Wörterbuch,Λεξικό,Diccionario,Sanakirja,Dictionnaire,Foclóir,शब्दकोश,Rječnik,Szótár,Kamus,Dizionario,辞書,사전,Woordenboek,Ordbok,Słownik,Dicionário,Dicționar,Словарь,Речник,Ordbok,Kamusi,พจนานุกรม,Sözlük,Từ điển
tab.me,Me,我的,我的,Ek,أنا,Jo,Ich,Εγώ,Yo,Minä,Moi,Mise,मैं,Ja,Én,Saya,Io,私,나,Ik,Meg,Ja,Eu,Eu,Я,Ја,Jag,Mimi,ฉัน,Ben,Tôi
placeholder.dict_search_1,Search {{param1}},搜索{{param1}},搜索{{param1}},Soek {{param1}},البحث عن {{param1}},Cerca {{param1}},Suche {{param1}},Αναζήτηση {{param1}},Buscar {{param1}},Hae {{param1}},Rechercher {{param1}},Cuardaigh {{param1}},खोजें {{param1}},Pretraži {{param1}},Keresés {{param1}},Cari {{param1}},Cerca {{param1}},検索 {{param1}},검색 {{param1}},Zoek {{param1}},Søk {{param1}},Szukaj {{param1}},Procurar {{param1}},Căutați {{param1}},Искать {{param1}},Претрагај {{param1}},Sök {{param1}},Tafuta {{param1}},ค้นหา {{param1}},Ara {{param1}},Tìm kiếm {{param1}}
placeholder.dict_search_2,Search {{param1}} or {{param2}},搜索{{param1}}或{{param2}},搜索{{param1}}或{{param2}},Soek {{param1}} of {{param2}},البحث عن {{param1}} أو {{param2}},Cerca {{param1}} o {{param2}},Suche {{param1}} oder {{param2}},Αναζήτηση {{param1}} ή {{param2}},Buscar {{param1}} o {{param2}},Hae {{param1}} tai {{param2}},Rechercher {{param1}} ou {{param2}},Cuardaigh {{param1}} nó {{param2}},खोजें {{param1}} या {{param2}},Pretraži {{param1}} ili {{param2}},Keresés {{param1}} vagy {{param2}},Cari {{param1}} atau {{param2}},Cerca {{param1}} o {{param2}},検索 {{param1}}または {{param2}},검색 {{param1}} 또는 {{param2}},Zoek {{param1}} of {{param2}},Søk {{param1}} eller {{param2}},Szukaj {{param1}} lub {{param2}},Procurar {{param1}} ou {{param2}},Căutați {{param1}} sau {{param2}},Искать {{param1}} или {{param2}},Претрагај {{param1}} или {{param2}},Sök {{param1}} eller {{param2}},Tafuta {{param1}} au {{param2}},ค้นหา {{param1}} หรือ {{param2}},Ara {{param1}} veya {{param2}},Tìm kiếm {{param1}} hoặc {{param2}}
placeholder.dict_search_3,"Search {{param1}}, {{param2}}, or {{param3}}",搜索{{param1}}、{{param2}}或{{param3}},搜索{{param1}}、{{param2}}或{{param3}},"Soek {{param1}}, {{param2}}, of {{param3}}",البحث عن {{param1}}، {{param2}}، أو {{param3}},"Cerca {{param1}}, {{param2}}, o {{param3}}","Suche {{param1}}, {{param2}}, oder {{param3}}","Αναζήτηση {{param1}}, {{param2}}, ή {{param3}}","Buscar {{param1}}, {{param2}}, o {{param3}}","Hae {{param1}}, {{param2}}, tai {{param3}}","Rechercher {{param1}}, {{param2}}, ou {{param3}}","Cuardaigh {{param1}}, {{param2}}, nó {{param3}}","खोजें {{param1}}, {{param2}}, या {{param3}}","Pretraži {{param1}}, {{param2}}, ili {{param3}}","Keresés {{param1}}, {{param2}}, vagy {{param3}}","Cari {{param1}}, {{param2}}, atau {{param3}}","Cerca {{param1}}, {{param2}}, o {{param3}}",検索 {{param1}}、{{param2}}または {{param3}},"검색 {{param1}}, {{param2}}, 또는 {{param3}}","Zoek {{param1}}, {{param2}}, of {{param3}}","Søk {{param1}}, {{param2}}, eller {{param3}}","Szukaj {{param1}}, {{param2}}, lub {{param3}}","Procurar {{param1}}, {{param2}}, ou {{param3}}","Căutați {{param1}}, {{param2}}, sau {{param3}}","Искать {{param1}}, {{param2}}, или {{param3}}","Претрагај {{param1}}, {{param2}}, или {{param3}}","Sök {{param1}}, {{param2}}, eller {{param3}}","Tafuta {{param1}}, {{param2}}, au {{param3}}","ค้นหา {{param1}}, {{param2}}, หรือ {{param3}}","Ara {{param1}}, {{param2}}, veya {{param3}}","Tìm kiếm {{param1}}, {{param2}}, hoặc {{param3}}"
key,en,zh-Hans,zh-Hant,af,ar,ca,de,el,es,fi,fr,ga,hi,hr,hu,id,it,ja,ko,nl,no,pl,pt,ro,ru,sr,sv,sw,th,tr,vi
tab.media,Media,媒体,媒體,Media,وسائط,Mitjans,Medien,Μέσα,Medios,Media,Médias,Meáin,मीडिया,Mediji,Média,Media,Media,メディア,미디어,Media,Media,Media,Mídia,Media,Медиа,Медији,Media,Vyombo vya habari,สื่อ,Medya,Phương tiện truyền thông
tab.dictionary,Dictionary,词典,字典,Woordeboek,قاموس,Diccionari,Wörterbuch,Λεξικό,Diccionario,Sanakirja,Dictionnaire,Foclóir,शब्दकोश,Rječnik,Szótár,Kamus,Dizionario,辞書,사전,Woordenboek,Ordbok,Słownik,Dicionário,Dicționar,Словарь,Речник,Ordbok,Kamusi,พจนานุกรม,Sözlük,Từ điển
tab.me,Me,我的,我的,Ek,أنا,Jo,Ich,Εγώ,Yo,Minä,Moi,Mise,मैं,Ja,Én,Saya,Io,私,나,Ik,Meg,Ja,Eu,Eu,Я,Ја,Jag,Mimi,ฉัน,Ben,Tôi
title.update_progress,Update Progress,更新进度,更新進度,Dateer Vordering Op,تحديث التقدم,Actualitzar Progrés,Fortschritt Aktualisieren,Ενημέρωση Προόδου,Actualizar Progreso,Päivitä Edistyminen,Mettre à Jour le Progrès,Nuashonraigh Dul Chun Cinn,प्रगति अपडेट करें,Ažuriraj Napredak,Frissítse az Előrehaladást,Perbarui Kemajuan,Aggiorna Progressi,進捗状況を更新,진행 상황 업데이트,Voortgang Bijwerken,Oppdater Fremgang,Zaktualizuj Postęp,Atualizar Progresso,Actualizare Progres,Обновить Прогресс,Ажурирај Напредак,Uppdatera Framsteg,Sasisha Maendeleo,อัปเดตความคืบหน้า,İlerlemeyi Güncelle,Cập Nhật Tiến Độ
msg.keep_or_reset_time,"Do you want to keep your current time or reset it to zero?",您想保留当前时间还是将其重置为零？,您要保留目前的時間還是重設為零？,"Wil jy jou huidige tyd behou of dit na nul herstel?",هل تريد الاحتفاظ بالوقت الحالي أم إعادة تعيينه إلى الصفر؟,"Vols mantenir el temps actual o restablir-lo a zero?","Möchten Sie Ihre aktuelle Zeit behalten oder auf Null zurücksetzen?",Θέλετε να διατηρήσετε τον τρέχοντα χρόνο σας ή να τον μηδενίσετε;,"¿Quieres mantener tu tiempo actual o restablecerlo a cero?",Haluatko säilyttää nykyisen aikasi vai nollata sen?,"Voulez-vous garder votre temps actuel ou le remettre à zéro ?",An mian leat d'am reatha a choinneáil nó é a athshocrú go náid?,क्या आप अपना वर्तमान समय रखना चाहते हैं या इसे शून्य पर रीसेट करना चाहते हैं?,"Želite li zadržati trenutno vrijeme ili ga resetirati na nulu?","Meg szeretné tartani a jelenlegi időt, vagy nullára állítja?",Apakah Anda ingin mempertahankan waktu saat ini atau mengatur ulang ke nol?,Vuoi mantenere il tempo attuale o azzerarlo?,現在の時間を保持しますか、それともゼロにリセットしますか？,현재 시간을 유지하시겠습니까 아니면 0으로 재설정하시겠습니까?,Wil je je huidige tijd behouden of op nul zetten?,Vil du beholde gjeldende tid eller nullstille den?,Czy chcesz zachować bieżący czas czy zresetować go do zera?,"Você quer manter seu tempo atual ou redefini-lo para zero?",Doriți să păstrați timpul curent sau să îl resetați la zero?,Вы хотите сохранить текущее время или сбросить его на ноль?,Да ли желите да задржите тренутно време или да га ресетујете на нулу?,Vill du behålla din nuvarande tid eller återställa den till noll?,"Je, unataka kuweka muda wako wa sasa au kuuweka upya kuwa sifuri?",คุณต้องการเก็บเวลาปัจจุบันไว้หรือรีเซ็ตเป็นศูนย์?,"Mevcut zamanınızı korumak mı yoksa sıfırlamak mı istiyorsunuz?",Bạn muốn giữ thời gian hiện tại hay đặt lại về không?
button.keep_current_time,Keep Current Time,保留当前时间,保留目前時間,Behou Huidige Tyd,الاحتفاظ بالوقت الحالي,Mantenir Temps Actual,Aktuelle Zeit Behalten,Διατήρηση Τρέχοντος Χρόνου,Mantener Tiempo Actual,Säilytä Nykyinen Aika,Garder le Temps Actuel,Coinnigh Am Reatha,वर्तमान समय रखें,Zadrži Trenutno Vrijeme,Jelenlegi Idő Megtartása,Pertahankan Waktu Saat Ini,Mantieni Tempo Attuale,現在の時間を保持,현재 시간 유지,Huidige Tijd Behouden,Behold Nåværende Tid,Zachowaj Obecny Czas,Manter Tempo Atual,Păstrează Timpul Curent,Сохранить Текущее Время,Задржи Тренутно Време,Behåll Nuvarande Tid,Weka Muda wa Sasa,เก็บเวลาปัจจุบัน,Mevcut Zamanı Koru,Giữ Thời Gian Hiện Tại
button.reset_time_to_zero,Reset Time to Zero,将时间重置为零,將時間歸零,Herstel Tyd na Nul,إعادة تعيين الوقت إلى الصفر,Restablir Temps a Zero,Zeit auf Null Zurücksetzen,Μηδενισμός Χρόνου,Reiniciar Tiempo a Cero,Nollaa Aika,Réinitialiser le Temps à Zéro,Athshocraigh Am go Náid,समय को शून्य पर रीसेट करें,Resetiraj Vrijeme na Nulu,Idő Nullázása,Setel Ulang Waktu ke Nol,Azzera il Tempo,時間をゼロにリセット,시간을 0으로 재설정,Tijd op Nul Zetten,Nullstill Tid,Zresetuj Czas do Zera,Redefinir Tempo para Zero,Resetează Timpul la Zero,Сбросить Время на Ноль,Ресетуј Време на Нулу,Återställ Tid till Noll,Weka Upya Muda Kuwa Sifuri,รีเซ็ตเวลาเป็นศูนย์,Zamanı Sıfırla,Đặt Lại Thời Gian Về Không
